,ngo_name,full_address,city,state,contact_1,contact_2,website,mail
0,DR. B.R. AMBEDKAR BANGALORE YOUTH SOCIAL And CULTURE WELFARE TRUST,"No.807, 1st Cross, 15th Main, 80 FT Road, Dr, BR Ambedkar Statue,Rajendra Nagar, Shastri Nagar, Koramangala II nd Stage, Bangalore560047",BANGALORE,KARNATAKA,Not Available,9741400831,Not Available,bipinska(at)gmail[dot]com
0,Dr. G. P. Shetty Agri. Research and Educational Trust,"No. 180, 1st Main Road, MahalakshmiLayout Extension, Bengaluru-560 086",BENGALURU,KARNATAKA,Not Available,9242150843,http://gpsioam.org/,soumyacb323(at)gmail[dot]com
0,DR. HAHNEMANN'S RURAL HOMEOPATHIC MEDICAL PRACTITIONER'S ASSOCIATION,"HULAKUND ONI , OLD POST OFFICE ROAD, POST:MAHALINGPUR TQ:MUDHOL",MAHALINGPUR,KARNATAKA,Not Available,9449813173,Not Available,drvanahallius(at)gmail[dot]com
0,DR. KOTA SHIVARAM KARANTH RESEARCH And STUDY CENTRE,"MANASA, MAIN ROAD, SALIGRAMA 576225 UDUPI TQ",SALIGRAMA,KARNATAKA,Not Available,9900670045,Not Available,paisandesh(at)gmail[dot]com
0,Dr. Prem Nath Agricultural Science Foundation,"9, 1st cross, 1st main, 1st block, RMV 2nd stage",Bangalore,KARNATAKA,Not Available,9739010899,http://www.pnasf.org,pnasfoundation(at)gmail[dot]com
0,Dr. Shivarama Karantha Pilikula Nisargadhama,Moodushedde Post Vamanjoor Mangalore,Mangalore,KARNATAKA,Not Available,9535663334,http://www.pilikula.com,pilikula96(at)gmail[dot]com
0,DR.B.R AMBEDKAR VIVODDDESHA SANGHA,DR B R AMBEDKAR VIVIDODDESHA SANGHA ALLIPUR TALUKA YADGIR DIST YADGIR 585202,YADGIR,KARNATAKA,Not Available,9845973672,Not Available,MAILARIDHOSAMANI(at)GMAIL[dot]COM
0,DR.D.PARWATHAPPA MEMOTIAL TRUST,"153, 3rd main road P.J. extension",Davangere,KARNATAKA,Not Available,9008955663,http://rasmi.org,nagarajp56(at)gmail[dot]com
0,Dr.Pt. Puttaraj Seva Samiti,Sri Veereshwara Punyashrama Gadag.,Gadag,KARNATAKA,Not Available,9483224660,Not Available,puttarajsevasamiti(at)gmail[dot]com
0,DRE GOMANG NGARI KHANGTSEN CULTURALSOCIETY,"LAMA CAMP NO 2, TIBETAN COLONY",MUNDGOD,KARNATAKA,Not Available,7065214555,Not Available,gomangngari(at)gmail[dot]com
0,Dre- Lukhil Khangtsen Education Society,Drepung Monastic University Lama Camp 2 P.O. Tibetan Colony,Mundgod,KARNATAKA,Not Available,8861283761,Not Available,gummet2(at)yahoo[dot]co.in
0,Dream A Dream,"No. 398/E, 17th Cross, 9th Main, 3rd Block, Jayanagar, Bangalore, India",Bangalore,KARNATAKA,080-40951084,9611708745,http://dreamadream.org,info(at)dreamadream[dot]org
0,Dream India network,"Registered office Dream India Network No.10(3)12th Main, 13th Cross Annapalayam, Adugodi Post, Bangalore- 560 030 karnataka Administrative office : 37, 6th cross, Sirsi Road Chamarajpet,Bengaluru- 560 018",Bangalore,KARNATAKA,Not Available,9964289177,Not Available,dreamindianetwork(at)gmail[dot]com
0,Dream School Foundation,"A1/1, Dattaprasad Apts,10th Main, Malleswaram",Bangalore,KARNATAKA,Not Available,9844060478,http://dsfindia.org/,maitreyee(at)dsfindia[dot]org
0,DreGomang Buddhist Cultural Association,"Lama Camp No 2 ,P.O. TibetanColonyMundgod , Pin code no581411,Distt -Uttara Kannada , State -Karnataka.",Mundgod,KARNATAKA,Not Available,9900812257,http://dbcakarnataka.com,dgbcschool(at)yahoo[dot]co.in
0,DREPUNG GOMANG EDUCATION SOCIETY,"P.O.TIBETAN COLONY,LAMA CAMP NO.2,TATTIHALLI",MUNDGOD,KARNATAKA,Not Available,9739490642,Not Available,gomangoffice(at)yahoo[dot]com
0,Drepung Gomang likir student education society,Drepung Gomang Likir Student Education Society Mundgod,Hubbli,KARNATAKA,Not Available,9663131607,Not Available,gomanglikirsociety3368(at)gmail[dot]com
0,DREPUNG GOMANG NGARI LINGSHED AREA EDUCATIONAL AND CULTURAL SOCIETY.,DREPUNG GOMANG NGARI LINGSHED AREA EDUCATIONAL AND CULTURAL SOCIETY MUNDGOD,Hubbli,KARNATAKA,Not Available,8951081496,Not Available,drepunglingshed2(at)gmail[dot]com
0,DREPUNG LOSELING EDU SOC,LAMA CAMP NO : 2 TIBETAN COLONY TATTIHALLI MUNDGOD581411,MUNDGOD,KARNATAKA,Not Available,9620027182,Not Available,loseling2008(at)yahoo[dot]com
0,Drepung Loseling Library Society,Lama Camp 2 P.O Tibetan Colony Tattihalli Mundgod Taluq-581411,Hubli,KARNATAKA,Not Available,9739352781,Not Available,dllsociety(at)yahoo[dot]co.in
0,Drepung Loseling Monastery,Lama Camp 2 Drepung Loseling Monastery Mundgod Karnataka,Mundgod,KARNATAKA,Not Available,9882791234,Not Available,loselingadmoffice(at)rediffmail[dot]com
0,Drepung Loseling Pethub Khangtsen Education Society,Pethub Khangtsen Education Society P.O Tibetan Colony Mundgod-581411,Mundgod,KARNATAKA,08301-245663,9035358689,Not Available,Pethupkhamtsen(at)yahoo[dot]co.in
0,Drete Dhargon Monasic Cultural Society,DRETEDHARGON MONASTIC CULTURAL SOCIETY LAMA CAMP-02 P/O TIBETAN COLONY MUNDGOD-581411 UTTARA KANADA KARNATAKA,MUNDGOD,KARNATAKA,Not Available,7760264488,Not Available,ddmcs1992(at)gmail[dot]com
0,Drikung Charitable Society,Drikung Charitable Society Kagyu Monastic Institute PO Bylakuppe 57114,Mysore Rural,KARNATAKA,Not Available,9900000731,Not Available,drikungcharitablesociety(at)yahoo[dot]com
0,Drishti Art Foundation,"SUMA, 174, GBLOCK, 9TH CROSS, SAHAKARANAGAR",BANGALORE,KARNATAKA,Not Available,9845555422,Not Available,anuvikranth(at)gmail[dot]com
0,DRISHTI EYE FOUNDATION,"UGF-3, SHET BALLET, OPP KADASIDDESHWAR ARTS COLLEGE VIDYANAGAR, HUBLI",HUBLI,KARNATAKA,Not Available,9035526654,Not Available,jyotishet25(at)gmail[dot]com
0,DRUSHYA RANGA KALA SANGHA,"No.9 Sri Hari Krupa Arallikatte road, Chikkabanavara, Bangalore North, Bangalore",Bangalore,KARNATAKA,Not Available,9845025704,Not Available,geethaaralikatte(at)gmail[dot]com
0,DRUSTI AROGYA MATTU SAMAJIKA ABHIVRUDDI SEVA TRUST,"DRUSTI AROGYA MATTU SAMAJIKA ABHIVRUDDI SEVA TRUST MARUTHI COMPLEX, NEAR K.S.R.T.C. BUS STAND , U.B. ROAD , KADUR577548 , KADUR (TQ) CHIKMAGALURE(DIST) KARNATAKA (STATE)",KADUR,KARNATAKA,Not Available,9986437289,Not Available,kadurdarshaneyecare(at)gmail[dot]com
0,DSS NIRMALA PROVINCE,DSS Nirmala Provincial House Petranikethan H No 134 Shivaji Road N R Mohalla Karnataka,Mysore,KARNATAKA,Not Available,9742586285,Not Available,dssnirprovmys(at)yahoo[dot]com
0,DUDH WALLA FOUNDATION,"1233, Embassy Habitat, Palace Road, Vasanth Nagar, Banglore",bangalore,KARNATAKA,Not Available,7022953706,Not Available,sapnasood72(at)yahoo[dot]com
0,durga lok foundation,"no 167/Y, 59thcross, 3rd block bhashyam circle, rajajinagar, Bangalore 560010",bangalore,KARNATAKA,Not Available,9972111110,Not Available,durgalokfoundation(at)gmail[dot]com
0,Durgamba SC ST Mahila Mandali Bellary Karnataka,Guppal Street Main Bazar Kudligi Block Bellary District Karnataka State,BELLARY,KARNATAKA,08932-651244,9243235527,Not Available,aiwcdurgha(at)gmail[dot]com
0,DWARA CHARITABLE TRUST,No. 849 11th Main HAL II Stage Indiranagar,Bangalore,KARNATAKA,Not Available,9845210348,Not Available,satish[dot]tembad(at)gmail.com
0,DZOGCHEN SHRI SENHA CHARITABLE SOCIETY,"TIBETAN SETTLEMENT KOLLEGAL TALUK DISTRICT- CHAMRAJNAGAR,",KOLLEGAL,KARNATAKA,Not Available,9818444409,Not Available,kaswini190(at)gmail[dot]com
0,Dzongkar Choede College Mahayana Buddhist Cultural Association,Dzonkar Choede College mahayana buddhist cultural Association TRL settlementGurupura post Gurupura,Bylakuppe,KARNATAKA,Not Available,9538686807,Not Available,zongchoe1972(at)gmail[dot]com
0,E PARIVARA,DEEVAGADDE VILLAGE BHEEMANKONE SAGAR TALUQ SHIVAMOGGA DISSTRICT,SAGARA,KARNATAKA,Not Available,9986066696,http://www.eparivara.org/,LINGUSAGAR(at)GMAIL[dot]COM
0,Ease Training Institution,"EASE TRAINING INSTITUTION,NO. 45 /649,9TH CROSS,SHANKAR NAGARA,MANDYA ,PIN 571401",MANDYA,KARNATAKA,08232-222286,9844237922,Not Available,esi_mdy(at)yahoo[dot]com
0,EBENEZER MINISTRIES SOCIETY,609 CRICKET BLOCK MARIKUPPAM POST KOLAR GOLD FIELDS-563 119 KOLAR DISTRICT KARNATAKA STATE INDIA,KOLAR GOLD FIELDS,KARNATAKA,08153-246262,9740011667,Not Available,ebienezar(at)gmail[dot]com
0,ECHO Prathidwani,"ECHO (Prathidwani) Convent Road, St.Thomas town post",Kammanahalli,KARNATAKA,080-25423582,9448043582,http://echoindia.org,info[dot]echoindia(at)gmail.com
0,ECO AGRI RESEARCH FOUNDATION,1424TH MAIN4TH CROSS BANNIMANTAPCLAYOUT MYSORE570015,MYSORE,KARNATAKA,Not Available,9845045216,Not Available,jcd(at)iskconbangalore[dot]org
0,Eco Foundation For Sustainable Alternatives,"Room No 1, Flat No 202, Shivani Splendour Apartments, No 12, 11th Cross, Kempanna Layout, Cholanagar, R.T. Nagar Post,Bangalore - 560 032, Karnataka, INDIA",Bangalore,KARNATAKA,944-9070760,9449070760,http://efsa.org.in/,efsaindia(at)gmail[dot]com
0,Eco Watch,"506/1, NEW DIAGNOL ROAD, 3RD BLOCK, JAYANAGAR, BANGALORE-560011.",Bangalore,KARNATAKA,Not Available,9448273488,http://www.ecowatchindia.org,ecowatch22(at)gmail[dot]com
0,Ecosaver Foundation,"A302, Definer Serene Drive Apartment, PethanhalliRoad, Hosakote, Bengaluru",Bengaluru,KARNATAKA,Not Available,8618897644,Not Available,service(at)ecosaverfoundation[dot]com
0,EDUCATE AND ORGANIZE,"NO 148, VADDARAHALLI VILLAGE, SY -NO 38, KADABAGERE POST, BANGALORE-562130",BANGALORE,KARNATAKA,Not Available,9886909972,http://educateandorganize.com,educateorganize3(at)gmail[dot]com
0,Eduquity career Technologies Pvt Ltd,"Eduquity Career Technologies(P)Ltd No 433,1st C Main,7th Block Extension, Koramangala, Bangalore560095",Bangalore,KARNATAKA,Not Available,8147575141,http://eduquity.com,mesproject(at)eduquity[dot]com
0,EFCUM INDIA,"NO.316, IST B CROSS, 3RD BLOCK, HRBR LAYOUT, ST THOMAS TOWN POST BANGALORE560 084",BANGALORE,KARNATAKA,Not Available,9449277676,Not Available,efcumindia(at)gmail[dot]com
0,eGovernments Foundation,"No. 18/2A, 2nd Floor, Ambalipura Village,Sarjapur Main Road, Bellandur Gate,Bangalore560102",Bangalore,KARNATAKA,Not Available,9949032246,http://www.egovernments.org,contact(at)egovernments[dot]org
0,Ekadantha Charitable Trust,"32, 9TH CROSS SANKALPA RESIDENTIAL LAYOUT NEAR OM SHAKTHI TEMPLE KALKERE",BANGALORE,KARNATAKA,Not Available,9380749705,Not Available,EkadanthaCharitabletrust(at)gmail[dot]com
0,EKALAVYA FOUNDATION,"NO12 , 12th Main Road, Puttaiah Road, Kamakshipalaya , Bangalore - 560079",bangalore,KARNATAKA,Not Available,9632722736,Not Available,ekalavyafou111(at)yahoo[dot]com
0,EKALAVYA GRAMEEN ABHIVRUDDHI PRAGATIPAR SAMSTHE,"EKALAVYA GRAMEEN ABHIVRUDDHI PRAGATIPAR SAMSTHE, BADABYAKUD, HARUGERI. TQ: RAIBAGDIST: BELAGAVI591220",HARUGERI,KARNATAKA,Not Available,9591618815,http://ekalavyagaps.org/,ekalavyango777(at)gmail[dot]com
0,ELBETHEL EDUCATIONAL AND CHARITABLE TRUST,"NO.12,OLD 5TH CROSS, NEW 7TH CROSS,OIL MILL ROAD, NEAR ANJANEYA TEMPLE LINGARAJAPURAM, BANGALORE-560084",BANGALORE,KARNATAKA,Not Available,9844515451,Not Available,bernigomez07(at)gmail[dot]com
0,ELECTRONIC CITY INDUSTRIES ASSOCIATION,"7P, West Phase, Electronics City, Bangalore- 100",Bangalore,KARNATAKA,Not Available,9886013435,http://www..elcialin,admin[dot]manager(at)elcia.in
0,ELEGANT CHARITABLE TRUST,"E BLOCK,DODDANA NAGAR,D J HALLI, BANGALORE",BANGALORE,KARNATAKA,Not Available,9060721195,Not Available,dass01585(at)gmail[dot]com
0,ELEGANT SEVA SAMSTHE,ELEGANT SEVA SAMSTHENIRANJANA COMPLEX 2ND FLOOR OPPOSITE GOVT GIRLS PU COLLEGE THERU BEEDI SHIKARIPURA SHIVAMOGGA DIST KARNATAKA PIN 577427,SHI,KARNATAKA,Not Available,9686277046,Not Available,elegantsevasamsthe(at)gmail[dot]com
0,Elevate Youth Empowerment Trust,"EYE Trust Nisarga Opp: Suvarana Vilas Near Bhagini Samaj Onikere Road, Jeppu Market",Mangaluru,KARNATAKA,Not Available,9480056572,Not Available,eye[dot]trust2009(at)gmail.com
0,ELIM CHARITABLE TRUST,"SWANDENAHALLY ROAD, SATHYAMANGALA VILLAGE, SATHYAMANGALA INDUSTRIAL AREA, TUMKUR-572106 (KARNATAKA)",TUMKUR,KARNATAKA,Not Available,9019907777,Not Available,diwakarblue(at)gmail[dot]com
0,ELIZABETH INTEGRATED DEVLOPMENT CHARITIABLE TRUST,"No.87, Beerappa Road, Kammannahalli Bangalore-560 033.",Banagalore,KARNATAKA,Not Available,9591440880,http://www.elizabethtrust.com,trustelizabeth(at)gmail[dot]com
0,ELSON SEVA TRUST,"NO.403, VITTASANDRA ROAD, BEGUR, BANGALORE560068.",BANGALORE,KARNATAKA,Not Available,9611553729,Not Available,shantha191163(at)gmail[dot]com
0,EMBASSY OF HOPE,"NO 161, GIRI MALLIGE COMPLEX, 3RD FLOOR, BABUSAPALYA MAIN ROAD, KALYAN NAGAR.",Bangalore,KARNATAKA,Not Available,8762853226,Not Available,lilly[dot]elizabeth7(at)gmail.com
0,EMERGING YOUNG LEADERS INDIA,"NO.18 BORMANN ENCLAVE ,KOTHANUR, BANGLAORE560 077",BANGALORE,KARNATAKA,Not Available,9900512423,Not Available,eyl[dot]intl(at)gmail.com
0,Emma,"H. No 4-4-848/502, Ashok Nagar Near B.R.Bcircle Raichur",Raichur,KARNATAKA,Not Available,9008438037,Not Available,mrsam[dot]john(at)gmail.com
0,EMMANUAL EDUCATION TRUST,"NO.80/1,MUNISWAMAPPA GARDEN, R S PALYA,BANGALORE",BANGALORE,KARNATAKA,Not Available,9916035127,Not Available,emmanueleducationaltrust2018(at)gmail[dot]com
0,EMPACS CHARITABLE SOCIETY,"NO.5A , 1st Stage ,2nd Block, 1st Main Road , HBR Layout , Bangalore , Karnataka560043",BANGALORE,KARNATAKA,Not Available,9945530128,Not Available,cherian[dot]ittyavirah(at)gmail.com
0,EnAble India,"EnAble India 473/B Adugudi Road ,8th Block Koramangala Bangalore 560095",Bangalore,KARNATAKA,080-67323636,9845313919,http://www.enable-india.org,manager(at)enable-india[dot]org
0,END TIME FULL GOSPEL HARVESTERS INDIA,"7, 1ST MAIN, S K GARDEN, BANGALORE",BANGALORE,KARNATAKA,Not Available,9900101637,Not Available,eth_india(at)yahoo[dot]com
0,END TIME HARVEST MINISTRIES,"NO.28, KUVEMPU NAGAR, IST STAGE, JALAHALLI EAST, BANGALORE560 014",BANGALORE,KARNATAKA,Not Available,9448389442,Not Available,bcmf1(at)hotmail[dot]com
0,ENDTIME GOSPEL TEAM OF INDIA TRUST,NO 113 OPP B STORE RAJENDRA NAGAR 4TH MAIN ROAD BANGALORE,Bangalore,KARNATAKA,Not Available,9945416707,Not Available,sales(at)accsolms[dot]com
0,ENFOLD PROACTIVE HEALTH TRUST,"No 22, 3rd main,Ashwini Layout,",BANGALORE,KARNATAKA,Not Available,9620052752,http://enfoldindia.org,office(at)enfoldindia[dot]org
0,ENGINEERING MANUFACTURER ENTREPRENEURS RESOURCE GROUP,1,Bangalore,KARNATAKA,080-42061929,9916986570,http://emergindia.org,emerg(at)emergindia[dot]org
0,ENLIGHTEN EDUCATIONAL AND CHARITABLE TRUST,"No 24, ground floor, 5th cross, kalkere main road, sir MV nagar, Ramamurthy nagar Bangalore 16",BANGALORE,KARNATAKA,Not Available,9945431836,Not Available,rajurev2ban(at)gmail[dot]com
0,Environment Association of Bangalore,"care of Dr R G Nadadur, Plot Number 622, 38th Main Road, Ideal Homes Layout, Sri Rajarajeswari Nagar, Bengaluru 560098.",Bengauru,KARNATAKA,Not Available,8277628300,http://www.eabindia.org,nadadur01(at)gmail[dot]com
0,Environment Support Group,"1572 Ring Road, Banashankari II Stage",Bangalore,KARNATAKA,Not Available,9448377403,http://www.esgindia.org,leosaldanha(at)esgindia[dot]org
0,ENVIRONMENTAL AND SOCIAL EDUCATION FOR VALUERABLE COMMITTEE,Sera Jhe Monastery H.No.227 Bylakuppe,BYLAKUPPE,KARNATAKA,Not Available,8660826704,Not Available,nakey47(at)yahoo[dot]in
0,Environmental Synergies in Development (ENSYDE),"708, 6B Cross, Koramangala 3rd Block (Behind BDA Complex) Bangalore 560034",Bangalore,KARNATAKA,Not Available,9845176883,http://www.ensydeindia.org,manvelalur(at)ensydeindia[dot]org
0,EPF FOUNDATION,"No.1424/3,1st Floor, 80 Feet Road, Opp HP Petrol Station, HBR Layout, Kalyan nagar Post, Bangalore560043",Bangalore,KARNATAKA,Not Available,9845072399,Not Available,info(at)epffoundation[dot]com
0,Equality For All Trust,"NO. 72,1ST FLOOR,WHEELERS ROAD,COX TOWN",BENGALURU,KARNATAKA,Not Available,8217694600,Not Available,shaikhamira34(at)gmail[dot]com
0,EQUALITY-INSTITUTE FOR THOUGHT AND ACTION (EITA),"NO 72, 26TH CROSS B BLOCK VIJAYANAGAR 3RD STAGE MYSURU",MYSURU,KARNATAKA,Not Available,9980207083,Not Available,sumathinc270412(at)gmail[dot]com
0,EQUIP INDIA EDUCATIONAL CHARITABLE TRUST,"12, D.J. CROSS, GEDDALAHALLI, KOTHANUR, BANGALORE560077",BANGALORE,KARNATAKA,Not Available,9845619970,Not Available,prayer_linkin(at)yahoo[dot]com
0,Equitable Tourism Options,"Flat NoA2, 1st Floor, No 21/7, 2nd Cross, 1st A Main Road, Atmananda Colony, Sultan Palya, R T Nagar Post, BENGALURU560032, Karnataka, India. Tel:91 (80) 23659711 / 23659722",Bangalore,KARNATAKA,Not Available,9482140712,http://www.equitabletourism.org/,finance(at)equitabletourism[dot]org
0,ERIC WILFRED FRANKS,"No 4, 6th Cross, Pukhraj Layout, Bannerghatta Road, Bangalore 560030 Karnataka",Bangalore,KARNATAKA,Not Available,9994070625,http://vawhelp.org/?gclid=EAIaIQobChMIh5HWnYze1gIV,fissacnewton(at)gmail[dot]com
0,ESCURD ORGANIZATION,684/37 2ND CROSS KANAKANAGARA SATHANOOR ROAD CHANNAPATNA TOWN RAMANAGARA DIST,CHANNAPATNA,KARNATAKA,Not Available,9964280532,Not Available,escurdorganization(at)gmail[dot]com
0,Eshwar Education and Welfare socitey,No.1 Khata no 117 Assmnt No 113/77 12 th cross Srigandha nagar Hegganahalli Peenya 2nd stage Bangalore-560091,Bangalore Urban,KARNATAKA,080-28360477,9448056437,Not Available,eshwarsocitey31(at)gmail[dot]com
0,ESHWARI FOUNDATION,H NO 26/B TOWNSHIP DANDELI 581325,DANDELI,KARNATAKA,Not Available,9986728215,Not Available,ewcdtrust(at)yahoo[dot]com
0,ESSILOR VISION FOUNDATION,"Prestige Trade Tower, 10th Floor, 46, Palace Road, High Grounds, Sampangi Rama Nagar, Bengaluru",Bengaluru,KARNATAKA,Not Available,9945114027,Not Available,dattahm(at)essilorindia[dot]com
0,ESTAH SOCIETY,"31/32 JYOTHI NILAYA, HULIMANGALA, NEAR IHMRB CILLEGE",BENGULURU,KARNATAKA,080-25293320,9008499555,http://estah.org/,estahsociety(at)gmail[dot]com
0,ETERNAL FOUNDATION TRUST,"32(Ground Floor),9th Cross, Anjanappa Temple Street, Ramaswamy Palya, Maruthi Sevanagar Post,Bangalore560 033",Bangalore,KARNATAKA,Not Available,9840121115,Not Available,jebaoffice(at)gmail[dot]com
0,Eternal Light Ministries,"Ground Floor, E 1 Block, Beech Building, Manyata Embassy Business Park, Outer Ring Road, Nagawara, Bangalore, 560045, Karnataka",Bangalore,KARNATAKA,Not Available,7719202689,http://www.eternallightministries.org/,elmofficetn(at)gmail[dot]com
0,EUNICE EDUCATIONAL TRUST,"No 6/41, 2nd cross, Hennur main road, St Thomas town post, Hennur",bangalore,KARNATAKA,Not Available,9448928546,Not Available,mallikca(at)gmail[dot]com
0,Evangelical Trust Association of South India,"54 KHB Colony,2nd Cross, 5th Block, Koramangala",Bangalore,KARNATAKA,Not Available,9341219128,http://www.etasi.org.in,treasurer(at)etasi[dot]in
0,EXARCHATE OF ST EPHREM,"St.Josephs Malankara Catholic Church 462/A,2nd Main 1st Cross, Mathikare,Bangalore-560054Karnataka",Bangalore,KARNATAKA,Not Available,9822100385,http://www.exarchate.online,exarchateprocurator(at)gmail[dot]com
0,Exon education trust,"no.17 and 18,2nd main road,vinobha nagar,kadagundanahalil, 560045",bangolare,KARNATAKA,Not Available,9945198210,https://www.exoneducationtrust.org,exoneducationtrust(at)gmail[dot]com
0,EXPERT CAREER ACADEMY,"EXPERT CAREER ACADEMY,HABIB NAGAR, OPP: SAINK SCHOOL 1STGATE, TORVI ROAD, VIJAYAPUR 586101",VIJAYAPUR,KARNATAKA,Not Available,9341877408,Not Available,theexpertcareeracademy(at)gmail[dot]com
0,Fair Climate Foundation,"10, 2nd Cross, Shanthivana Sahakarnagar Post",Bangalore,KARNATAKA,Not Available,9448524696,Not Available,ram(at)adats[dot]com
0,Faith Foundation,"No.980, Faith Home, BDA Layout, Mercury Road, 1st Block BTM 4th Stage, Vijaya Bank Layout, Bannerghatta Road, Bangalore, 560076. Karnataka State. India.",BANGALORE,KARNATAKA,Not Available,9036071341,Not Available,bharani_blr1978(at)yahoo[dot]com
0,FAITH TRUST,"NO.85, Anjinappa Layout, 1 main 2ns cross, Narayanapura Road Kothnaur post Bangalore560077, karnataka, Bangalore, 560077",Bangalore,KARNATAKA,Not Available,9880103942,http://www.faithtrust.org.in,faithtrust2008(at)rediffmail[dot]com
0,FAIZAL AND SHABANA FOUNDATION,"BLOCK 1, 3RD FLOOR, VELANKANI TECHNOLOGY PARK, ELECTRONIC CITY, PHASE 1, HOSUR ROAD, BANGALORE- 560100.",BANGALORE,KARNATAKA,Not Available,9845073153,Not Available,Finance(at)kefholdings[dot]com
0,FAIZUL ISLAM ACADEMY OF GENERAL EDUCATION,4-3298/11 SHAMS 3RD CROSS MG CROSS ROAD KODIALGUTHU EAST MANGALORE,MANGALORE,KARNATAKA,Not Available,9845200056,Not Available,shamshuddinyusuf(at)gmail[dot]com
0,FAKIRESHWAR JANA KALYAN TRUST,Shri Fakireshwar Jana Kalyana Trust Budhihal SG Tq Bilagi Dist Bagalkot,Budhihal,KARNATAKA,Not Available,7259775222,Not Available,basavarajmantur222(at)gmail[dot]com
0,FALAHE-DAREIN TRUST HALIYAL,DHALAYAT MOHALLA HALIYAL DISTRICT KARWAR,KARWAR,KARNATAKA,Not Available,9880491989,Not Available,darululoomfalahedarain(at)yahoo[dot]com
0,Family Development Services,34 Hanumanthappa Road Soonangi Layout Nagama NilayaR.S.Palya Kammanahalli Bangalore Karnataka India 560033,Bangalore,KARNATAKA,Not Available,9880222585,http://buildingblocksindia.org/,write2jms(at)gmail[dot]com
0,FAR EAST BROAD CASTING ASSOCIATION OF INDIA,"FEBA INDIA, NO. 7, COMMISSARIAT ROAD, BANGALORE560025",BANGALORE,KARNATAKA,Not Available,9986035930,Not Available,evelyn(at)febaindia[dot]org
0,FARAAN EDUCATION SOCIETY,NEAR HAFTH GUMBAD DARGA ROAD GULBARGA-585104,GULBARGA,KARNATAKA,Not Available,9448142407,Not Available,rafeeqhelp4u(at)gmail[dot]com
0,Farohar Global Foundation,"C/o. Vibgyor High, Survey No. 66, 4TH Main Road, N.S.Palaya, Bannergatta Road,Bangalore- 560076",Bangalore,KARNATAKA,Not Available,9892817739,Not Available,djchoudhari(at)gmail[dot]com
0,FATHIMA HANDICAP WELFARE TRUST,"36, 1st cross, 8th main road B.T.M Layout 1st stage",Bangalore,KARNATAKA,Not Available,9611229722,http://fathimawelfare.com,majid[dot]abdul22(at)gmail.com
0,FATIMA BUSHRA EDUCATIONAL AND CHARITABLE TRUST,H.NO:1-145 LOWER LANE STATION BAZARKALABURAGI,KALABURAGI,KARNATAKA,Not Available,7892851972,Not Available,khalid_khazi(at)yahoo[dot]com
0,FAVOUR TO SMILE,"No. 18/50, V.V. Road, K.R. NAGAR, MYSORE DISTRICT, KARNATAKA571 602",KRISHNARAJA NAGAR,KARNATAKA,Not Available,9740520018,Not Available,afsarmaziad(at)gmail[dot]com
0,FAYAZUDDIN EDUCATION SOCIETY,H NO 17 2 106 Gandhi Nagar Colony Mailoor Bidar,Bidar,KARNATAKA,Not Available,9902030377,Not Available,mdzameeruddin67(at)gmail[dot]com
